ACALDERONW10,Microsoft Windows 10,Arbol,BCE,Sí,1722241224,142026967,1220462,No,Sí,,Hace 1 hora,Hace 1 hora,Sin inconvenientes,Hace 48 minutos,acalderonw10,bce.fin.ec,1722241224,Hace 58 minutos,Hace 2 días,0,,10/20/2023 4:36:00 AM,10/13/2023 5:25:53 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,3/7/2023 10:59:17 AM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
ACARRASCO1W7,Microsoft Windows 7,Sin_Cifrado_&_Acceso_USB,BCE,Sí,1722249148,142026967,1180384,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 16 minutos,Sin inconvenientes/Visible,Hace 12 minutos,acarrasco1w7,bce.fin.ec,1722249148,Hace 1 minuto,Hace 1 minuto,0,En ejecución,10/20/2023 4:36:00 AM,10/20/2023 7:59:27 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,1/14/2022 9:31:07 AM,No,7601,0,Dispositivos administrados/Formularios/Sin_Cifrado_&_Acceso_USB,,,BCEQANTIVIRUSK
ACARROYOPWIN10,Microsoft Windows 10,Cifrado de Discos Duros,BCE,Sí,172227472,140010902,11100399,No,Sí,El dispositivo ha cambiado a no administrado; Sin conexión desde hace mucho tiempo; ,Hace 2 semanas,Hace 2 semanas,Crítico,Hace 49 minutos,acarroyopwin10,bce.fin.ec,172227472,Hace 6 días,Hace 2 semanas,0,,10/2/2023 1:02:00 AM,7/17/2023 7:50:59 AM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/23/2023 11:46:09 AM,No,19045,2009,Dispositivos administrados/Arbol/GERENCIA GENERAL/CGAF/DATH/Cifrado de Discos Duros,,,BCEQANTIVIRUSK
ACRESPOW10,Microsoft Windows 10,Arbol,BCE,Sí,172212140,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 41 minutos,Sin inconvenientes/Visible,Hace 14 minutos,acrespow10,bce.fin.ec,172212140,Hace 1 minuto,Hace 15 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/7/2023 8:05:32 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,12/2/2019 12:37:42 PM,No,19044,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
ACRESPOW7,Microsoft Windows 7,Arbol,BCE,Sí,172212152,142026967,1220462,No,Sí,,Hace 16 horas,Hace 17 horas,Sin inconvenientes,Hace 48 minutos,acrespow7,bce.fin.ec,172212152,Hace 16 horas,Hace 21 horas,0,,10/19/2023 12:28:00 PM,10/19/2023 8:47:31 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,4/13/2018 3:31:49 PM,No,7601,0,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
ACVACAW10,Microsoft Windows 10,Sin_Cifrado_&_Acceso_USB,BCE,Sí,1722241234,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 43 minutos,Sin inconvenientes/Visible,Hace 12 minutos,acvacaw10,bce.fin.ec,1722241234,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/18/2023 8:16:04 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,3/15/2023 6:20:38 PM,No,19045,2009,Dispositivos administrados/Formularios/Sin_Cifrado_&_Acceso_USB,,,BCEQANTIVIRUSK
ADELATORREPRTW1,Microsoft Windows 10,Cifrado de Discos Duros,BCE,Sí,172227214,140010902,1200465,No,Sí,,Hace 7 horas,Hace 8 horas,Sin inconvenientes,Hace 48 minutos,adelatorreprtw10,bce.fin.ec,172227214,Hace 7 horas,Hace 16 horas,0,,10/19/2023 11:11:00 PM,9/6/2023 6:37:25 PM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/13/2022 10:38:06 AM,No,19043,2009,Dispositivos administrados/Arbol/GERENCIA GENERAL/CGPGE/Cifrado de Discos Duros,,,BCEQANTIVIRUSK
AEESPINOSAPW10,Microsoft Windows 10,Cifrado_&_Block_USB,BCE,Sí,172227290,140010902,1180384,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 2 horas,Sin inconvenientes/Visible,Hace 10 minutos,aeespinosapw10,bce.fin.ec,172227290,Hace 1 minuto,Hace 15 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/2/2023 3:18:40 PM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,7/1/2022 10:31:54 AM,No,19044,2009,Dispositivos administrados/Formularios/Cifrado_&_Block_USB,,,BCEQANTIVIRUSK
AESPINELPRT10,Microsoft Windows 10,Cifrado Discos Duros,BCE,Sí,172227433,140010902,11100399,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 10 minutos,Sin inconvenientes/Visible,Hace 1 minuto,aespinelprt10,bce.fin.ec,172227433,Hace 1 minuto,Hace 23 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/20/2023 8:26:52 AM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/23/2023 1:35:00 PM,No,19045,2009,Dispositivos administrados/Autoridades/Cifrado Discos Duros,,,BCEQANTIVIRUSK
AESUAREZW10,Microsoft Windows 10,Arbol,BCE,Sí,1722243192,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 45 minutos,Sin inconvenientes/Visible,Hace 2 minutos,aesuarezw10,bce.fin.ec,1722243192,Hace 1 minuto,Hace 15 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/11/2023 1:25:11 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/16/2023 2:44:23 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AFHIDALGOPRTW10,Microsoft Windows 10,Arbol,BCE,Sí,172225227,12204376,1180384,No,Sí,Sin conexión desde hace mucho tiempo; ,2/17/2023 3:55:46 PM,2/17/2023 3:34:07 PM,Crítico,7/24/2023 10:50:41 AM,afhidalgoprtw10,bce.fin.ec,172225227,2/17/2023 3:59:26 PM,2/17/2023 12:48:04 PM,0,,2/17/2023 11:54:00 AM,2/17/2023 12:03:20 PM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/2/2021 10:24:58 AM,No,17134,1803,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AFHIDALGOPW10,Microsoft Windows 10,Cifrado de Discos Duros,BCE,Sí,172227236,12204376,11100399,No,Sí,El dispositivo ha cambiado a no administrado; Protección deshabilitada; No se ha realizado un análisis antimalware en mucho tiempo; Las bases de datos están desactualizadas; Sin conexión desde hace mucho tiempo; ,4/28/2023 4:32:43 PM,4/28/2023 3:33:44 PM,Crítico,Hace 49 minutos,afhidalgopw10,bce.fin.ec,172227236,Hace 33 minutos,4/28/2023 4:32:58 PM,0,,4/28/2023 11:37:00 AM,4/27/2023 8:32:36 AM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/13/2023 1:49:51 PM,No,19045,2009,Dispositivos administrados/Arbol/GERENCIA GENERAL/CGJ/Cifrado de Discos Duros,,,BCEQANTIVIRUSK
afhidalgopw10.bce.fin.ec,Microsoft Windows 10,Arbol,BCE,Sí,172227297,142026967,11100399,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 36 minutos,Sin inconvenientes/Visible,Hace 7 minutos,afhidalgopw10,bce.fin.ec,172227297,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/12/2023 12:24:05 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/2/2023 8:15:43 AM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AFPEREZWIN10,Microsoft Windows 10,Arbol,BCE,Sí,1722246136,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 46 minutos,Sin inconvenientes/Visible,Hace 12 minutos,afperezwin10,bce.fin.ec,1722246136,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/19/2023 4:46:35 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,3/16/2023 4:21:21 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AFPROANIOW10,Microsoft Windows 10,Arbol,BCE,Sí,172224742,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 23 minutos,Sin inconvenientes/Visible,Hace 9 minutos,afproaniow10,bce.fin.ec,172224742,Hace 1 minuto,Hace 1 día,0,En ejecución,10/19/2023 4:57:00 AM,10/19/2023 8:00:20 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,3/24/2023 3:54:44 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AFPROANIOW7,Microsoft Windows 7,Arbol,BCE,Sí,1722247153,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 15 minutos,Sin inconvenientes/Visible,Hace 2 minutos,afproaniow7,bce.fin.ec,1722247153,Hace 1 minuto,Hace 23 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/20/2023 8:08:45 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/6/2023 8:19:12 AM,No,7601,0,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AIMBAQUINGOW10,Microsoft Windows 10,Arbol,BCE,Sí,1722245106,142026967,1220462,No,Sí,Sin conexión desde hace mucho tiempo; ,Hace 1 semana,Hace 1 semana,Advertencia,Hace 48 minutos,aimbaquingow10,bce.fin.ec,1722245106,Hace 1 semana,Hace 1 semanas,0,,10/12/2023 10:42:00 AM,10/6/2023 2:37:14 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/2/2019 12:48:20 PM,No,19044,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AJIMENEZPW10,Microsoft Windows 10,Arbol,BCE,Sí,1722244157,142026967,,No,No,La aplicación de seguridad no está instalada; ,Hace 22 horas,Hace 1 semanas,Crítico,Hace 49 minutos,ajimenezpw10,bce.fin.ec,1722244157,Hace 22 horas,,0,,,10/13/2023 7:56:50 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,Hace 2 semanas,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
ALONDO1W10,Microsoft Windows 10,Arbol,BCE,Sí,1722246182,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 44 minutos,Sin inconvenientes/Visible,Hace 8 minutos,alondo1w10,bce.fin.ec,1722246182,Hace 1 minuto,Hace 14 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/11/2023 10:17:22 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,Hace 1 semanas,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
ALONDOW10,Microsoft Windows 10,Arbol,BCE,Sí,1722246182,142026967,1180384,No,Sí,El dispositivo ha cambiado a no administrado; Protección deshabilitada; ,Hace 1 semanas,Hace 1 semanas,Crítico,Hace 49 minutos,alondow10,bce.fin.ec,1722246182,Hace 33 minutos,Hace 1 semanas,0,,10/10/2023 8:57:00 AM,10/10/2023 9:42:38 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,8/30/2023 11:50:24 AM,No,19044,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AMANCEROPW10,Microsoft Windows 10,Cifrado Discos Duros,BCE,Sí,172227243,140010902,1180384,No,Sí,,Hace 12 horas,Hace 12 horas,Sin inconvenientes,Hace 48 minutos,amanceropw10,bce.fin.ec,172227243,Hace 12 horas,Hace 3 días,0,,10/19/2023 5:26:00 PM,10/17/2023 6:32:42 PM,,No,,Cumple con la directiva, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,5/3/2022 1:36:09 PM,No,19043,2009,Dispositivos administrados/Autoridades/Cifrado Discos Duros,,,BCEQANTIVIRUSK
AMGARCIAW10,Microsoft Windows 10,Arbol,BCE,Sí,1722244175,142026967,1200465,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 43 minutos,Sin inconvenientes/Visible,Hace 15 minutos,amgarciaw10,bce.fin.ec,1722244175,Hace 1 minuto,Hace 15 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/12/2023 5:49:37 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/10/2023 6:17:38 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AMOROCHOWIN10,Microsoft Windows 10,Arbol,BCE,Sí,1722246137,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 43 minutos,Sin inconvenientes/Visible,Hace 2 minutos,amorochowin10,bce.fin.ec,1722246137,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/10/2023 11:22:58 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,3/15/2023 2:35:33 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AMSANTILLANW10,Microsoft Windows 10,Arbol,BCE,Sí,172224152,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 42 minutos,Sin inconvenientes/Visible,Hace 15 minutos,amsantillanw10,bce.fin.ec,172224152,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/19/2023 5:26:00 PM,10/16/2023 8:27:52 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/10/2023 11:32:28 AM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AMVACAW10,Microsoft Windows 10,Sin_Cifrado_&_Acceso_USB,BCE,Sí,1722247158,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 40 minutos,Sin inconvenientes/Visible,Hace 5 minutos,amvacaw10,bce.fin.ec,1722247158,Hace 1 minuto,Hace 3 días,0,En ejecución,10/19/2023 4:57:00 AM,10/12/2023 3:18:59 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,7/5/2021 2:03:05 PM,No,17134,1803,Dispositivos administrados/Formularios/Sin_Cifrado_&_Acceso_USB,,,BCEQANTIVIRUSK
AMVASCONEZ4W11,Microsoft Windows 11,Arbol,BCE,Sí,1722243104,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 46 minutos,Sin inconvenientes/Visible,Hace 2 minutos,amvasconez4w11,bce.fin.ec,1722243104,Hace 1 minuto,Hace 16 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/12/2023 3:21:43 PM,,Sí,amvasconezw10,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/14/2023 3:20:52 PM,No,22621,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
AOLMEDO1W7,Microsoft Windows 7,Autoridades,BCE,Sí,1722242183,142026967,1180384,No,Sí,El dispositivo ha cambiado a no administrado; Protección deshabilitada; ,Hace 17 horas,Hace 17 horas,Crítico,Hace 49 minutos,aolmedo1w7,bce.fin.ec,1722242183,Hace 33 minutos,Hace 2 días,0,,10/19/2023 12:28:00 PM,10/19/2023 2:36:09 PM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,Hace 2 semanas,No,7601,0,Dispositivos administrados/Autoridades,,,BCEQANTIVIRUSK
APAGUIRREWIN10,Microsoft Windows 10,Arbol,BCE,Sí,1722244134,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 13 minutos,Sin inconvenientes/Visible,Hace 11 minutos,apaguirrewin10,bce.fin.ec,1722244134,Hace 1 minuto,Hace 23 horas,0,En ejecución,10/20/2023 4:36:00 AM,10/13/2023 10:40:59 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,2/7/2023 9:15:13 AM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
APAUCARW10,Microsoft Windows 10,Arbol,BCE,Sí,172224670,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 1 minuto,Sin inconvenientes/Visible,Hace 10 minutos,apaucarw10,bce.fin.ec,172224670,Hace 1 minuto,Hace 14 horas,0,En ejecución,10/19/2023 2:49:00 PM,10/13/2023 10:18:35 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,8/31/2021 8:30:10 AM,No,18362,1903,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
APOMBOSAW10,Microsoft Windows 10,Arbol,BCE,Sí,172224192,142026967,1220462,Sí,Sí,Última vez conectado al Servidor de administración Hace 1 minuto.,Hace 1 minuto,Hace 35 minutos,Sin inconvenientes/Visible,Hace 11 minutos,apombosaw10,bce.fin.ec,172224192,Hace 1 minuto,Hace 3 días,0,En ejecución,10/20/2023 4:36:00 AM,10/13/2023 10:51:54 AM,,No,,Directiva de cifrado no especificada, ,AMD64,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,No hay datos del dispositivo,4/17/2023 4:15:18 PM,No,19045,2009,Dispositivos administrados/Arbol,,,BCEQANTIVIRUSK
